id,Player,ShotVideoId,CamPos,ClubType,PlayerPSystem,PlayerScore,PoseImpact,Coach,CoachPSystem,SwingPlane,Status
1590,Player0,1085,front,7Iron,"[154, 275, 351, 439]","{A: 0.999, F: 0.91, I: 0.998, T: 0.952}","{A: [-0.0, 0.0, 0.0, -0.0, -0.0, -0.0], F: [-0.006, -0.005, -0.0, 0.047, -0.022, -0.014], I: [0.0, -0.0, -0.0, -0.0, 0.001, -0.0], T: [0.042, -0.008, 0.0, -0.018, -0.011, -0.006]}",coach_1,"[342, 503, 571, 703]","{bbox: [0.2544608367116828, 0.2252688655146846, 0.6223367389879728, 0.81945150869864], club: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, head: {pt: [0.43914473684210525, 0.2935185185185185], h_pt: [0.0, 0.0], v_pt: [0.0, 0.0], h_length: 0.11513157894736842, v_length: 0.06481481481481481}, success: true, left_leg: {pt1: [0.5476973684210527, 0.5277777777777778], pt2: [0.5575657894736842, 0.6435185185185185]}, shoulder: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, right_leg: {pt1: [0.3256578947368421, 0.5259259259259259], pt2: [0.3042763157894737, 0.6453703703703704]}}",COMPLETED
1591,Player0,1085,side,7Iron,"[143, 271, 335, 423]","{A: 0.997, F: 0.995, I: 0.961, T: 0.997}","{A: [0.001, -0.001, 0.0, -0.0, -0.001, 0.0], F: [-0.0, 0.0, 0.0, -0.002, -0.002, 0.003], I: [-0.005, -0.011, -0.002, 0.028, -0.009, -0.001], T: [0.001, -0.0, -0.0, -0.001, 0.0, 0.0]}",coach_1,"[53, 103, 113, 156]","{bbox: [0.24388037787543404, 0.3867463747660319, 0.521299969708478, 0.8300529479980469], club: {pt1: [0.24351851851851852, 0.43802083333333336], pt2: [0.6981481481481482, 0.7875]}, head: {pt: [0.521299969708478, 0.3867463747660319], h_pt: [0.41203703703703703, 0.3867463747660319], v_pt: [0.521299969708478, 0.4713541666666667], h_length: 0.10926293267144097, v_length: 0.08460779190063476}, success: true, left_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, shoulder: {pt1: [0.3351851851851852, 0.38645833333333335], pt2: [0.6981481481481482, 0.7875]}, right_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}}",COMPLETED
