id,Player,ShotVideoId,CamPos,ClubType,PlayerPSystem,PlayerScore,PoseImpact,Coach,CoachPSystem,SwingPlane,Status
1626,Chung108,1104,front,7Iron,"[135, 305, 355, 460]","{A: 0.999, F: 0.913, I: 0.998, T: 0.953}","{A: [-0.0, 0.0, -0.0, -0.0, 0.0, -0.0], F: [-0.002, -0.009, 0.001, 0.044, -0.021, -0.013], I: [-0.0, -0.0, -0.0, -0.0, 0.001, -0.0], T: [0.042, -0.008, 0.0, -0.018, -0.011, -0.006]}",coach_1,"[342, 503, 571, 703]","{bbox: [0.2528646368729441, 0.2187988563820168, 0.6364730533800627, 0.8223570647063079], club: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, head: {pt: [0.4473684210526316, 0.28888888888888886], h_pt: [0.0, 0.0], v_pt: [0.0, 0.0], h_length: 0.11842105263157894, v_length: 0.06666666666666667}, success: true, left_leg: {pt1: [0.5575657894736842, 0.5287037037037037], pt2: [0.5707236842105263, 0.6453703703703704]}, shoulder: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, right_leg: {pt1: [0.32894736842105265, 0.5268518518518519], pt2: [0.3092105263157895, 0.6435185185185185]}}",COMPLETED
1627,Chung108,1104,side,7Iron,"[136, 293, 355, 443]","{A: 0.981, F: 0.989, I: 0.945, T: 0.987}","{A: [0.013, -0.003, 0.002, -0.005, -0.005, -0.001], F: [0.002, 0.003, 0.0, 0.0, -0.005, 0.0], I: [0.016, -0.019, 0.003, 0.017, -0.016, -0.002], T: [0.005, 0.002, -0.002, -0.003, -0.002, 0.0]}",coach_3,"[147, 271, 331, 382]","{bbox: [0.2559510972764757, 0.38412612279256186, 0.532042157208478, 0.8310892105102539], club: {pt1: [0.25555555555555554, 0.4125], pt2: [0.7222222222222222, 0.8005208333333333]}, head: {pt: [0.532042157208478, 0.38412612279256186], h_pt: [0.4222222222222222, 0.38412612279256186], v_pt: [0.532042157208478, 0.46979166666666666], h_length: 0.1098199349862558, v_length: 0.08566554387410481}, success: true, left_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, shoulder: {pt1: [0.3453703703703704, 0.38385416666666666], pt2: [0.7222222222222222, 0.8005208333333333]}, right_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}}",COMPLETED
