id,Player,ShotVideoId,CamPos,ClubType,PlayerPSystem,PlayerScore,PoseImpact,Coach,CoachPSystem,SwingPlane,Status
1618,Lin587,1100,front,4Iron,"[210, 317, 359, 420]","{A: 0.999, F: 0.938, I: 0.998, T: 0.965}","{A: [0.0, 0.0, -0.0, -0.0, -0.0, -0.0], F: [-0.01, -0.011, 0.0, 0.043, -0.014, -0.008], I: [0.001, -0.0, -0.0, -0.0, 0.0, -0.0], T: [0.031, -0.004, 0.001, -0.014, -0.009, -0.005]}",coach_2,"[192, 299, 351, 401]",NULL,COMPLETED
1619,Lin587,1100,side,4Iron,"[209, 321, 365, 422]","{A: 0.721, F: 0.972, I: 0.868, T: 0.997}","{A: [-0.043, -0.08, -0.011, 0.233, -0.066, -0.022], F: [-0.0, 0.011, 0.001, -0.004, -0.009, 0.002], I: [0.013, -0.037, -0.009, 0.018, -0.024, 0.04], T: [0.0, -0.0, 0.001, -0.001, -0.001, 0.0]}",coach_1,"[328, 477, 557, 730]",NULL,COMPLETED
