frame,timestamp,track_id,bbox,pose0_x,pose0_y,pose1_x,pose1_y,pose2_x,pose2_y,pose3_x,pose3_y,pose4_x,pose4_y,pose5_x,pose5_y,pose6_x,pose6_y,pose7_x,pose7_y,pose8_x,pose8_y,pose9_x,pose9_y,pose10_x,pose10_y,pose11_x,pose11_y,pose12_x,pose12_y,pose13_x,pose13_y,pose14_x,pose14_y,pose15_x,pose15_y,pose16_x,pose16_y
4,66.67,1,"[137.03904724121094, 325.69219970703125, 352.27703857421875, 828.8192749023438]",317.10812908670175,396.7494294539742,323.2507881496264,388.14972321883494,319.56518687372625,385.6926455290421,306.85244220236075,380.778540569803,298.68017312754756,373.40735792077106,271.6525202212126,426.2341600501019,260.59573629628056,433.6053426991338,271.6525202212126,495.45928822393,264.2813375721807,502.40302309782606,274.1095673934273,562.6010078761889,271.6525202212126,565.0580550484035,177.0556799847147,546.2026818316916,169.68449733568275,549.8882525900136,210.22599659795347,646.1410840905231,189.3409775443699,659.6548859969429,203.2822564166525,741.9664173955503,173.37008866019872,778.8223107379416
5,83.33,1,"[137.03904724121094, 325.69219970703125, 352.27703857421875, 828.8192749023438]",317.1217823857846,396.71236386506456,323.2638377314029,388.1135001804518,319.57859470533293,385.65666132387906,307.1341990595279,380.7430406653363,298.6956243100374,373.3725811502208,271.67062510614807,426.19420192552644,260.6149225649626,433.56466144064194,271.67062510614807,495.1454348356827,264.30016559103257,502.35560143512225,274.1274334451427,562.5476817255435,271.67062510614807,565.004490064538,177.08305955969772,546.418069590693,169.71260004458222,550.1032820991849,210.25012538744056,646.0795712678329,189.36715300186822,659.5920330545176,203.03995679772416,741.8955104662024,173.39782980213997,778.7477815047555
6,100.0,1,"[137.2707977294922, 325.481689453125, 352.5079040527344, 829.1937866210938]",317.3777628919008,396.58691101799104,323.5249838206094,387.98080415340615,319.8366482478706,385.52191154860543,307.56555748438893,381.5651694544704,298.9361227946157,374.18850555782365,271.8883598128294,426.0935427559243,260.8233841920975,433.47020665257105,271.8883598128294,494.9190043904719,264.5117197648363,503.28004973857816,274.34724574870563,562.561726984672,271.8883598128294,565.9816659669128,176.2602138927034,545.6412786995713,169.84457919376763,550.2906368010968,209.4551778689133,646.1638753351859,189.5156699789958,659.6877218142258,203.01619120618227,742.0604522052683,173.53291114209102,778.9437167423638
7,116.67,1,"[137.2707977294922, 325.481689453125, 352.5079040527344, 829.1937866210938]",317.5070556180482,396.50766670710044,323.65642596064276,387.8985438529561,319.9668019050583,385.43879605314646,307.9187047553188,381.93893309071893,299.05896737050335,374.55968649234944,272.0017287768351,426.0246178712602,260.93289335219924,433.40386446962964,272.0017287768351,494.6468695495095,264.6225174077838,503.69640796854026,274.46148128838473,562.5405507165023,272.0017287768351,566.4199742935025,175.88186288108932,545.3831951878453,169.92225211885219,550.4924597913023,209.08844045670358,646.1719468642793,189.60022725589164,659.7005255503262,202.87817682220734,742.1020931207258,173.61187541803693,778.9982541411373
8,133.33,1,"[137.59323120117188, 325.4530944824219, 352.5218505859375, 829.1134033203125]",317.6118543764556,396.508087461065,323.7606660197959,387.8997391433928,320.071388844641,385.4402054601879,307.8625756117739,381.8713600669075,299.1654236976308,374.49278008640124,272.1106374588108,426.0223987196009,261.04276412142275,433.4009787001071,272.1106374588108,495.8013642262493,263.73097785666323,503.61789613696845,273.5690610027963,562.5260612419693,272.1106374588108,566.3357826385952,176.06870135230332,545.2777691449459,170.04032227581803,549.3162116205501,209.2722912815576,646.1499347446953,189.71652380989704,659.6773441202296,203.15507399682315,742.0714375163557,173.72961226607114,778.9643457221051
9,150.0,1,"[137.59323120117188, 325.4530944824219, 352.5218505859375, 829.1134033203125]",317.72870087279153,396.46932371729434,323.8782858443278,387.85988550707555,320.1885511708114,385.4000399829734,308.0077554204679,382.0208653243729,299.2799408390888,374.64135373349535,272.22173999968084,425.98736931857314,261.15245702759125,433.3668809094507,272.22173999968084,496.25414904802386,263.33245340045573,503.7827938204787,273.17177999785736,562.5082827642755,272.22173999968084,566.5085907034372,175.9775426104343,545.0972561583231,170.13852242773163,548.8177891238698,209.18532674251966,646.1427197343035,189.8172089081875,659.6718625522483,203.22789048616684,742.0763420765646,173.8282782231704,778.9739407503342
10,166.67,1,"[135.8575439453125, 325.86175537109375, 354.45977783203125, 827.1552734375]",320.46525513989576,396.57038035849934,325.58585833344756,387.99555691677324,322.91521100672423,385.5456026221776,299.6449690996455,375.9348676771112,303.09489047355396,371.5978261853889,266.1026765815998,417.9356024940526,266.12492371633283,425.2854601937187,270.1197815535978,494.9040570119807,265.4205857966033,502.2288523059602,273.2118398293975,559.9335835791856,274.1368614834863,567.715435684432,184.52458378814933,536.6949718271477,171.45960578443297,539.3139984889303,212.5775468171862,645.2404441629621,191.0592244431617,656.7066547475736,204.5073969334143,745.8099594173817,174.13025839126647,784.5678135237018
11,183.33,1,"[135.8575439453125, 325.86175537109375, 354.45977783203125, 827.1552734375]",321.92571659772335,396.6033287206632,326.51894475774344,388.04572785517144,324.3707515807237,385.6006947453621,295.42652075445204,372.8862624091576,305.10731260925337,370.1092115276176,263.0184058489968,413.78888992563253,268.72867175396294,421.12399231898786,269.09583312201096,494.4321691099802,266.29743616968074,501.5121791178489,273.03886540465095,558.6043928301918,275.17322250913446,568.4185881971473,188.86384846289872,532.297616369861,172.185007255686,534.1968366430299,214.27501203513367,644.774163918443,191.74528347813532,655.1831670500864,205.1991094307069,747.7272735734368,174.33320163411008,787.4415139346822
12,200.0,1,"[135.85362243652344, 325.8367614746094, 354.5010986328125, 827.2960205078125]",321.4928147584089,396.6059232174293,326.2416363037202,388.0413254695141,323.9398580879238,385.5942825277486,296.64145116879496,373.71989621320137,304.50884827894066,370.48504877821216,263.9039510582809,415.0202471132527,267.9486177271017,421.3553976902653,269.3789765586354,494.4370932708906,266.2011287952079,501.69167970187,273.2517307469931,559.0429876192834,274.8539930115868,568.1971987434183,187.62366731730816,533.6856002974635,171.93347089347813,534.9018985160607,213.81479051339736,644.9795218202285,191.50972097393043,655.7006672748303,204.9753131132974,747.2575103057397,174.23526113357548,786.7004419817414
13,216.67,1,"[135.85362243652344, 325.8367614746094, 354.5010986328125, 827.2960205078125]",321.9810719262459,396.6232854751186,326.5532090993001,388.06347409447363,324.42675239351036,385.6177933986361,295.21293444799613,372.66474327754025,305.18063228841953,369.95379298893187,262.85810163393984,413.635066099069,268.81485089447784,419.4495826115935,269.0261937314546,494.2100388531881,266.5782820745295,501.4351738715813,273.27687734708036,558.6215194856504,275.1942853407989,568.4256173963349,189.09799784524478,532.2589012258427,172.1572342722539,532.7743324256995,214.40432662553468,644.8581143680277,191.72254573025845,655.2251861679467,205.1969300940449,747.9491078149081,174.28370657531445,787.7180288804084
