id,Player,ShotVideoId,CamPos,ClubType,PlayerPSystem,PlayerScore,PoseImpact,Coach,CoachPSystem,SwingPlane,Status
1588,Sun233,1084,side,7Iron,"[157, 277, 357, 452]","{A: 0.994, F: 0.991, I: 0.772, T: 0.744}","{A: [0.002, -0.001, 0.001, -0.0, -0.002, 0.0], F: [0.001, 0.004, 0.0, -0.001, -0.003, 0.0], I: [0.217, -0.065, -0.013, -0.068, -0.054, -0.013], T: [-0.049, -0.043, 0.253, -0.083, -0.055, -0.013]}",coach_3,"[147, 271, 331, 382]","{bbox: [0.24046478271484376, 0.3879034678141276, 0.5278113471137152, 0.8320433298746744], club: {pt1: [0.2398148148148148, 0.4322916666666667], pt2: [0.6962962962962963, 0.7848958333333333]}, head: {pt: [0.5278113471137152, 0.3879034678141276], h_pt: [0.4240740740740741, 0.3879034678141276], v_pt: [0.5278113471137152, 0.47291666666666665], h_length: 0.1037372730396412, v_length: 0.08501319885253907}, success: true, left_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, shoulder: {pt1: [0.3490740740740741, 0.3875], pt2: [0.6962962962962963, 0.7848958333333333]}, right_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}}",COMPLETED
1589,Sun233,1084,front,7Iron,"[166, 277, 351, 460]","{A: 0.999, F: 0.923, I: 0.814, T: 0.996}","{A: [0.0, 0.0, -0.0, 0.0, -0.0, -0.0], F: [-0.01, -0.008, 0.0, 0.048, -0.018, -0.011], I: [-0.019, -0.04, 0.184, -0.063, -0.041, -0.023], T: [0.002, 0.0, 0.0, -0.001, -0.001, -0.001]}",coach_1,"[348, 477, 547, 707]","{bbox: [0.25316843233610453, 0.228855472140842, 0.629563381797389, 0.821093354401765], club: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, head: {pt: [0.4473684210526316, 0.29814814814814816], h_pt: [0.0, 0.0], v_pt: [0.0, 0.0], h_length: 0.11513157894736842, v_length: 0.06481481481481481}, success: true, left_leg: {pt1: [0.5608552631578947, 0.5314814814814814], pt2: [0.569078947368421, 0.6472222222222223]}, shoulder: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, right_leg: {pt1: [0.33223684210526316, 0.5305555555555556], pt2: [0.3059210526315789, 0.6462962962962963]}}",COMPLETED
