frame,timestamp,track_id,bbox,pose0_x,pose0_y,pose1_x,pose1_y,pose2_x,pose2_y,pose3_x,pose3_y,pose4_x,pose4_y,pose5_x,pose5_y,pose6_x,pose6_y,pose7_x,pose7_y,pose8_x,pose8_y,pose9_x,pose9_y,pose10_x,pose10_y,pose11_x,pose11_y,pose12_x,pose12_y,pose13_x,pose13_y,pose14_x,pose14_y,pose15_x,pose15_y,pose16_x,pose16_y
2,33.33,1,"[338.6612854003906, 350.0123291015625, 789.0311279296875, 1586.1424560546875]",-0.029679744577935593,-0.9779469142402163,0.05599950338291507,-1.0636262207977716,-0.09631922383594055,-1.0731461679313783,0.18927847026988276,-1.111225881127184,-0.19151847752710263,-1.139785714157046,0.39871686354846236,-0.6733093928348425,-0.43903645843712036,-0.7494688861941167,0.2654378966614943,-0.03547445839752789,-0.22959812794072468,-0.13067371208869,0.17023864297033256,0.5009525666338539,-0.039199750308247024,0.41196184309309497,0.2463979437975763,0.28820294890410203,-0.22959812794072468,0.28820294890410203,0.3511172032190498,1.011717256866634,-0.3914368650753706,0.9926771114706859,0.4843961701060175,1.7257114251635306,-0.5151959183125632,1.7352312467327689
3,50.0,1,"[338.6612854003906, 350.0123291015625, 789.0311279296875, 1586.1424560546875]",-0.029679707109689663,-0.9778251448331639,0.05599948046604754,-1.0635044747164741,-0.09631924636528573,-1.0730243825868822,0.1892784417827676,-1.1111041061498839,-0.19151848411900418,-1.1396639469555794,0.3987168502254922,-0.6731876660573959,-0.4390364487040559,-0.7493471382965011,0.2654378889087718,-0.03535272539259119,-0.2295981239716687,-0.1305519631463093,0.17023865115505368,0.49900469485338333,-0.03919975728767058,0.41208357234410253,0.24639793086038275,0.28832468631846475,-0.2295981239716687,0.28832468631846475,0.3511172187920821,1.0118389819796805,-0.3914368423837474,0.9927988313975166,0.4843961801088025,1.725833177236714,-0.5151959083866104,1.735352917686448
4,66.67,1,"[338.7419128417969, 351.2854919433594, 788.9412841796875, 1586.0833740234375]",-0.02924224971020256,-0.9716162571083993,0.05643698848232305,-1.057295544733954,-0.09588168455435793,-1.066815469293801,0.18971595566355381,-1.1123330497739168,-0.19851879751787438,-1.1408927259605373,0.4065921077330737,-0.6744165895933746,-0.44603675803378495,-0.750575945335671,0.26587546565521153,-0.03658157679979074,-0.22916062884992655,-0.13178078898519247,0.1706761028821544,0.49635303885569276,-0.03876222370307902,0.4108548152640106,0.24683556710248816,0.28709581841395004,-0.22916062884992655,0.28709581841395004,0.3515547532807667,1.010610115171383,-0.390999324625944,0.9915701745090426,0.48483372046199746,1.72460414408404,-0.5147583654164756,1.734124022872564
5,83.33,1,"[338.7419128417969, 351.2854919433594, 788.9412841796875, 1586.0833740234375]",-0.02903320878672613,-0.9685858500685346,0.05664602198181173,-1.0542651297130234,-0.09567262514841966,-1.0637850416945425,0.18992498904936106,-1.112856506449814,-0.20186361735809247,-1.1414161080502088,0.41035497377385255,-0.6749400619016885,-0.4493815673842667,-0.7510993509251438,0.2660845399324445,-0.037105011384449015,-0.22895158743787195,-0.13230420301045695,0.1708851257665657,0.49406642007758206,-0.038553169644196195,0.41033142378470994,0.24704466709345507,0.2865723782548734,-0.22895158743787195,0.2865723782548734,0.3517638195769334,1.0100866690968444,-0.3907902625976547,0.9910468260214182,0.48504278664448275,1.7240806326411173,-0.5145492980238067,1.733600535066443
6,100.0,1,"[339.4485168457031, 352.525390625, 788.2619018554688, 1586.4642333984375]",-0.02804434823297528,-0.9653626216927463,0.0573043529414644,-1.050711331814376,-0.0944266891064943,-1.060194431285225,0.19006906639460108,-1.1085415821767624,-0.1996729294183269,-1.1369911617177024,0.40139318119370826,-0.6723147439744194,-0.4462358865386152,-0.7481803268468662,0.2659345612814254,-0.04466139576673349,-0.22719132682199641,-0.13177291932993518,0.1711025407292435,0.48571048827772506,-0.0375276130682608,0.4087690121313155,0.24696819697529093,0.2932078356535738,-0.23491169105989643,0.2854875496242979,0.351283271403055,1.013930478957492,-0.38840557134966647,0.9949639770652552,0.48404798485619166,1.7174491772557778,-0.5116871001787482,1.719211995639326
7,116.67,1,"[339.4485168457031, 352.525390625, 788.2619018554688, 1586.4642333984375]",-0.027441754637105235,-0.962248176745053,0.057739738769558326,-1.0474296586275096,-0.09369404036225241,-1.0568941296916494,0.19024430805000517,-1.1066151271562552,-0.20020261237881135,-1.1350090136053974,0.39870229778898136,-0.6712430133062418,-0.4462824646247063,-0.746959987153374,0.26596106963083016,-0.048740228207483874,-0.2261985068758797,-0.1317604636925679,0.1713148763492572,0.4803638000007207,-0.036906449720476325,0.40772234668280405,0.24703190348331955,0.29630817146164856,-0.23782434210911158,0.2846824540001358,0.35114255151328677,1.0156186085056598,-0.38709686223441847,0.9966892553101027,0.48364712079373356,1.7138381893060182,-0.5101368334362106,1.7116769729184433
8,133.33,1,"[339.201904296875, 355.2305603027344, 786.0693969726562, 1587.3782958984375]",-0.030643864764020284,-0.9672079598946844,0.05392628734870213,-1.0440681367208031,-0.09642061648243097,-1.0534648039341228,0.18547994080046848,-1.1011374593340026,-0.20047345425683263,-1.1293275796847466,0.39952177543397943,-0.6688900103405675,-0.4370773826330586,-0.7440634812993807,0.2683633213150739,-0.04208332979272833,-0.22797424677179748,-0.13327893366137086,0.16668648996220436,0.4839274136400573,-0.040040582421291965,0.40233221698694166,0.24956993644448258,0.29836642599704954,-0.2307454846000311,0.28788524665761445,0.35293346772551243,1.0125144144505027,-0.38000794561023765,0.9860110177899454,0.4767771515929593,1.7067847307224886,-0.5098747930836801,1.70570022841781
9,150.0,1,"[339.201904296875, 355.2305603027344, 786.0693969726562, 1587.3782958984375]",-0.03197705483142087,-0.9682228817545773,0.05220267794110659,-1.040784086577458,-0.09745012132969476,-1.05013741223911,0.18314902179317527,-1.0974330825626688,-0.20086575926927047,-1.1254930910195917,0.39864171326198594,-0.6671811776566149,-0.43243330718964035,-0.7420075740629655,0.26959389085762414,-0.04067232427203303,-0.2283964693618067,-0.13404271752073296,0.16444236483000318,0.48315988503902213,-0.04133037118199149,0.3990957960047092,0.25088724884540176,0.30090245271944105,-0.2285591235884892,0.2891212847973391,0.3537736110236395,1.0117534506542352,-0.37578417342008946,0.9814283007079707,0.47310143953257383,1.7014705041739804,-0.5089955879131085,1.69904267356905
10,166.67,1,"[339.31683349609375, 355.51824951171875, 786.0584106445312, 1587.3306884765625]",-0.03179868506891298,-0.9685562421448861,0.05255272604616088,-1.0424254818727314,-0.09740518404561771,-1.0594999500665183,0.18376577265256025,-1.0987259881760947,-0.20056780337181998,-1.1268431997801187,0.3998319572071778,-0.6675971326257577,-0.43376738013838556,-0.7425760831283262,0.26922688648185567,-0.03921310115408137,-0.22861847074730063,-0.13337191138765042,0.16502118545843494,0.4856927328167626,-0.04117113203152788,0.4008533157649761,0.2504821365703242,0.2995414843703477,-0.22818336667978562,0.2894945724525258,0.35357829410667235,1.011841594527613,-0.3774666886388971,0.9826146868787431,0.4743093291354143,1.704722655038419,-0.5097895769363493,1.7040480484867804
11,183.33,1,"[339.31683349609375, 355.51824951171875, 786.0584106445312, 1587.3306884765625]",-0.03235404494682019,-0.9692192531380335,0.05189589331867293,-1.0416729651788084,-0.09788155940567568,-1.0626800980818438,0.1829509173441249,-1.0975911341726277,-0.20060552867781897,-1.125674523259828,0.4000145374514161,-0.6669812148024324,-0.43219778406700904,-0.7418699251445856,0.26963587509944326,-0.037781448993064064,-0.22893695759229055,-0.13339890987885716,0.16422900909048183,0.4866173937986726,-0.0417152350640099,0.40018336666655513,0.2509136884046368,0.30007474715358934,-0.2269304090516745,0.2902852876782416,0.3538858111936864,1.011517603726758,-0.37627939426091345,0.9809992286133835,0.4731448475298584,1.7038101546671127,-0.5097696663661071,1.703381690345774
