id,Player,ShotVideoId,CamPos,ClubType,PlayerPSystem,PlayerScore,PoseImpact,Coach,CoachPSystem,SwingPlane,Status
2961,Lee557,1803,front,7Iron,"[105, 315, 383, 468]","{A: 1.0, F: 0.893, I: 0.773, T: 0.725}","{A: [0.0, -0.0, 0.0, -0.0, -0.0, -0.0], F: [-0.011, 0.005, 0.022, 0.029, -0.03, -0.018], I: [-0.024, -0.053, -0.024, -0.072, -0.05, 0.226], T: [-0.029, -0.037, 0.004, -0.114, -0.07, 0.253]}",coach_3,"[160, 305, 353, 413]","{bbox: [0.3142749362521701, 0.1914697170257568, 0.727692554615162, 0.8254831314086915], club: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, head: {pt: [0.5194444444444445, 0.28229166666666666], h_pt: [0.0, 0.0], v_pt: [0.0, 0.0], h_length: 0.1111111111111111, v_length: 0.0625}, success: true, left_leg: {pt1: [0.6481481481481481, 0.5041666666666667], pt2: [0.6574074074074074, 0.6234375]}, shoulder: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, right_leg: {pt1: [0.4074074074074074, 0.5026041666666666], pt2: [0.3898148148148149, 0.6208333333333333]}}",COMPLETED
2962,Lee557,1803,side,7Iron,"[112, 297, 385, 483]","{A: 0.751, F: 0.972, I: 0.977, T: 0.779}","{A: [0.245, -0.075, -0.008, -0.078, -0.058, -0.02], F: [0.008, -0.0, 0.013, -0.01, -0.013, 0.0], I: [0.002, -0.006, -0.001, 0.01, -0.001, -0.002], T: [-0.035, -0.029, 0.218, -0.08, -0.052, -0.021]}",coach_1,"[328, 477, 557, 730]","{bbox: [0.25688301889519943, 0.38237700285734955, 0.5852771558259663, 0.7800201981155961], club: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, head: {pt: [0.5852771558259663, 0.38237700285734955], h_pt: [0.4276315789473684, 0.38237700285734955], v_pt: [0.5852771558259663, 0.4527777777777778], h_length: 0.15764557687859787, v_length: 0.07040077492042825}, success: true, left_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}, shoulder: {pt1: [0.36019736842105265, 0.3814814814814815], pt2: [0.0, 0.0]}, right_leg: {pt1: [0.0, 0.0], pt2: [0.0, 0.0]}}",COMPLETED
