id,Player,ShotVideoId,CamPos,ClubType,PlayerPSystem,PlayerScore,PoseImpact,Coach,CoachPSystem,SwingPlane,Status
2756,Hsieh425,1746,side,7Iron,"[147, 271, 337, 436]","{A: 0.992, F: 0.995, I: 0.906, T: 0.999}","{A: [0.0, -0.002, 0.005, -0.002, -0.002, -0.0], F: [0.001, -0.001, 0.0, -0.002, -0.001, 0.002], I: [0.055, -0.026, 0.008, -0.007, -0.019, -0.009], T: [0.0, -0.0, 0.0, -0.0, -0.0, 0.0]}",coach_1,"[328, 477, 557, 730]",NULL,COMPLETED
2757,Hsieh425,1746,front,7Iron,"[178, 303, 365, 485]","{A: 0.618, F: 0.923, I: 0.815, T: 0.994}","{A: [0.177, -0.089, 0.163, -0.122, -0.088, -0.044], F: [-0.009, -0.011, 0.0, 0.049, -0.018, -0.012], I: [-0.02, -0.04, 0.182, -0.062, -0.04, -0.023], T: [0.004, -0.001, 0.0, -0.002, -0.001, -0.001]}",coach_1,"[348, 477, 547, 707]",NULL,COMPLETED
